,ExideCP,ExideStd,ADSP,Exideup,Exidelw
156,223.5464285714285,3.44949630022646,228.63,230.4454211718814,216.64743597097558
157,224.2107142857142,3.4017630367565146,230.18,231.01424035922724,217.40718821220116
158,224.74642857142848,3.0947514058058543,226.31,230.93593138304018,218.55692575981678
159,224.66785714285706,3.1464636524969705,224.95,230.960784447851,218.3749298378631
160,224.7714285714285,2.9922151741398375,221.51,230.75585891970817,218.7869982231488
161,224.9071428571428,2.8832978676174976,223.54,230.6737385923778,219.1405471219078
162,224.8464285714285,2.927223959640113,222.55,230.70087649070874,218.99198065214827
163,225.59999999999994,3.4729171954071663,228.05,232.54583439081426,218.6541656091856
164,225.59999999999994,3.4729171954071663,232.16,232.54583439081426,218.6541656091856
165,225.54642857142852,3.4770381010343985,228.57,232.5005047734973,218.59235236935973
166,225.5714285714285,3.4748389163393503,224.99,232.5211064041072,218.6217507387498
167,225.56785714285706,3.4772672262335984,224.71,232.52239159532425,218.61332269038988
168,225.27857142857133,3.790053494939948,219.31,232.85867841845123,217.69846443869142
169,224.38928571428565,5.244234144109417,212.47,234.87775400250447,213.90081742606682
170,222.44285714285706,6.943809006336895,204.89,236.33047515553085,208.55523913018328
171,220.6607142857142,8.378456314845991,201.19,237.41762691540617,203.9038016560222
172,219.06785714285704,9.256673416906068,204.16,237.58120397666917,200.5545103090449
173,218.18214285714274,9.518314474714701,208.2,237.21877180657214,199.14551390771334
174,217.25714285714275,9.826726842624838,209.75,236.91059654239243,197.60368917189308
175,216.50357142857135,9.706688104397255,212.88,235.91694763736587,197.09019521977683
176,215.78928571428563,9.598821613803942,213.38,234.9869289418935,196.59164248667776
177,214.47857142857134,8.28190135837741,214.58,231.04237414532616,197.91476871181652
178,213.3607142857142,7.462964418519729,212.32,228.28664312275367,198.43478544867475
179,212.27857142857138,6.714041379702352,209.91,225.70665418797608,198.85048866916668
180,211.24285714285708,5.542002454780686,211.29,222.32686205241845,200.1588522332957
181,210.36071428571424,4.31331474227631,211.09,218.98734377026685,201.73408480116163
182,209.4321428571428,3.449281259740274,207.65,216.33070537662334,202.53358033766224
183,209.31071428571425,3.3908348513331137,209.88,216.09238398838048,202.52904458304803
184,209.73571428571427,3.153290623816005,211.27,216.04229553334628,203.42913303808226
185,210.14642857142854,2.5799123632793965,209.17,215.30625329798733,204.98660384486976
186,210.375,2.1118484429896687,206.63,214.59869688597934,206.15130311402066
187,210.35714285714286,2.117678077415093,209.47,214.59249901197305,206.12178670231268
188,210.2607142857143,2.247749179430488,206.49,214.75621264457527,205.76521592685333
189,209.90714285714284,2.1629624576979487,209.1,214.23306777253873,205.58121794174696
190,209.3892857142857,2.3538984498257776,206.14,214.09708261393726,204.68148881463415
191,209.02142857142854,1.8826857131528487,206.85,212.78679999773425,205.25605714512284
192,208.91785714285714,1.775648001204126,210.46,212.4691531452654,205.36656114044888
193,209.1535714285714,2.0925200381106057,213.07,213.33861150479262,204.9685313523502
194,209.40714285714284,2.501988220385797,214.53,214.41111929791444,204.40316641637125
195,209.66428571428568,2.8403973565086442,214.45,215.34508042730297,203.9834910012684
196,210.43571428571428,3.39957172480473,217.35,217.23485773532374,203.63657083610482
197,210.69285714285712,3.502738332245166,216.44,217.69833380734747,203.68738047836678
198,210.64999999999995,3.5049964336649237,211.18,217.6599928673298,203.6400071326701
199,210.8785714285714,3.500478774161529,212.47,217.87952897689445,203.87761388024836
200,211.55714285714285,3.6899477348219807,216.5,218.93703832678682,204.17724738749888
201,212.1142857142857,3.9513108132442056,217.24,220.0169073407741,204.2116640877973
202,212.7785714285714,3.7855349325132392,215.71,220.3496412935979,205.20750156354492
203,213.81785714285712,4.356498556218367,220.68,222.53085425529386,205.10486003042038
204,214.9392857142857,3.986331385132288,222.34,222.91194848455027,206.9666229440211
205,215.91785714285712,4.1346382570287865,220.01,224.18713365691468,207.64858062879955
206,217.26071428571427,5.022418149252031,227.55,227.30555058421834,207.2158779872102
207,218.6785714285714,6.376752075545103,232.17,231.43207557966159,205.9250672774812
208,219.85357142857137,7.0297024853807635,233.52,233.9129763993329,205.79416645780984
209,221.3928571428571,8.072838056452968,237.48,237.53853325576304,205.24718102995118
210,222.92499999999995,9.238709325441548,237.96,241.40241865088305,204.44758134911686
211,224.68571428571425,9.673763657269253,238.68,244.03324160025275,205.33818697117576
212,226.5071428571428,9.121379305760724,234.87,244.74990146866426,208.26438424562136
213,228.5678571428571,8.921508305189175,239.23,246.41087375323545,210.72484053247874
214,230.02142857142852,8.523152050686377,239.24,247.06773267280127,212.97512447005576
215,231.66785714285706,8.113986195330877,240.25,247.89582953351882,215.4398847521953
216,233.62499999999994,7.366106110474279,241.93,248.3572122209485,218.8927877790514
217,235.02857142857138,6.975774406574901,241.99,248.98012024172118,221.07702261542158
218,236.5892857142857,5.952930066246587,243.81,248.49514584677888,224.6834255817925
219,238.10357142857143,4.767496693787041,243.5,247.6385648161455,228.56857804099735
220,239.11071428571427,4.092449829184345,242.69,247.29561394408296,230.92581462734557
221,239.96071428571426,3.9476954607143284,244.45,247.85610520714292,232.0653233642856
222,240.7357142857143,2.992003996000455,246.11,246.7197222777152,234.7517062937134
223,241.31785714285715,2.8190019471466425,243.09,246.95586103715044,235.67985324856386
224,241.6321428571429,2.785788601430954,244.59,247.2037200600048,236.060565654281
225,242.33928571428572,3.1122696746051433,248.37,248.563825063496,236.11474636507543
226,243.23928571428573,2.855910104934408,249.16,248.95110592415455,237.5274655044169
227,243.76785714285717,3.112728653500561,250.14,249.9933144498583,237.54239983585603
228,244.54285714285717,2.6866376715172087,248.16,249.91613248589158,239.16958179982277
229,245.12500000000003,2.613555638764226,248.73,250.35211127752848,239.89788872247158
230,246.46071428571435,5.236527716671158,258.23,256.93376971905667,235.98765885237202
231,248.2571428571429,7.5168236218917235,265.25,263.29079010092636,233.22349561335946
232,249.58928571428572,8.104893549611925,263.48,265.79907281350955,233.37949861506186
233,250.70357142857142,8.35331496348078,260.06,267.410201355533,233.99694150160985
234,252.0285714285714,8.4903726992058,261.36,269.009316826983,235.0478260301598
235,253.02142857142854,8.398573923948888,260.1,269.8185764193263,236.22428072353077
236,254.10357142857137,7.7958930086416505,258.13,269.69535744585465,238.51178541128806
237,254.88214285714278,7.267911750205898,254.79,269.4179663575546,240.346319356731
238,255.9499999999999,6.509844615892635,259.24,268.9696892317852,242.93031076821464
239,256.3821428571428,6.146468878170533,256.45,268.6750806134839,244.08920510080173
240,256.2714285714285,6.314900397706709,248.55,268.9012293668419,243.64162777601507
241,256.25714285714275,6.333909266274339,247.33,268.9249613896914,243.5893243245941
242,256.29285714285703,6.285601897096295,250.3,268.8640609370496,243.72165334866443
243,255.91785714285703,6.9058672697382635,245.38,269.72959168233353,242.1061226033805
244,255.6035714285713,6.689816149183748,254.55,268.9832037269388,242.22393913020383
245,255.1714285714285,6.02841713775705,259.32,267.2282628469426,243.1145942959144
246,254.91428571428563,5.812930830067967,260.36,266.54014737442157,243.2884240541497
247,255.14285714285705,6.070668989329904,259.02,267.28419512151686,243.00151916419725
248,255.01785714285705,5.947578923808819,260.41,266.91301499047466,243.1226992952394
249,254.7749999999999,5.852111716162931,257.12,266.47922343232574,243.07077656767405
250,254.6607142857142,5.821914123887781,255.32,266.3045425334898,243.01688603793863
251,254.49642857142848,5.837954867327859,252.69,266.1723383060842,242.82051883677275
252,254.41428571428563,5.7874342851029965,254.88,265.98915428449163,242.83941714407962
253,254.56071428571423,5.80885195103137,257.42,266.17841818777697,242.94301038365148
254,255.3964285714285,5.427829438879978,258.85,266.2520874491884,244.54076969366852
255,255.70357142857137,5.1108280333819485,255.48,265.92522749533526,245.48191536180747
256,255.98571428571424,4.787300048903479,252.28,265.5603143835212,246.4111141879073
257,256.72499999999997,3.232631102699956,254.17,263.1902622053999,250.25973779460006
258,256.2821428571428,3.4748883292975523,251.85,263.2319195157379,249.33236619854767
259,255.54285714285706,3.402536222767135,250.6,262.3479295883913,248.73778469732278
260,255.12499999999994,3.456195663085106,251.93,262.03739132617017,248.21260867382972
261,254.13928571428568,3.0244629892952086,249.02,260.1882116928761,248.09035973569527
262,253.7035714285714,2.5664600197465255,252.47,258.8364914680644,248.57065138907834
263,253.4642857142857,2.557299399712635,252.5,258.578884513711,248.34968691486043
264,253.17142857142855,2.559500723976155,250.26,258.29043001938084,248.05242712347624
265,253.02142857142854,2.636993792887429,251.43,258.2954161572034,247.7474409856537
266,252.64642857142854,2.3553102266425454,252.78,257.35704902471366,247.93580811814346
267,252.04999999999995,2.4154152374326188,248.32,256.8808304748652,247.2191695251347
268,251.34642857142853,1.7509848092399385,248.78,254.8483981899084,247.84445895294866
269,251.74999999999997,2.5454333165930354,253.42,256.84086663318607,246.6591333668139
270,252.09642857142853,2.9591100718921055,257.14,258.01464871521273,246.17820842764434
271,252.7142857142857,4.029240650516036,261.11,260.77276701531775,244.65580441325363
272,253.47499999999997,4.761776898465489,262.0,262.99855379693093,243.951446203069
273,254.17142857142855,5.082046615507168,262.22,264.3355218024429,244.00733534041422
274,254.94285714285712,5.52727005724381,264.3,265.99739725734474,243.8883170283695
275,256.3035714285714,6.261127457012526,266.93,268.82582634259643,243.78131651454635
276,257.6928571428571,7.624526647169324,271.1,272.94191043719576,242.44380384851848
277,258.875,7.950030237000278,270.4,274.77506047400055,242.97493952599945
278,259.975,7.878933693960974,270.12,275.73286738792194,244.21713261207807
279,260.98571428571427,7.510388409790866,265.32,276.006491105296,245.96493746613254
280,261.73571428571427,7.048743165967015,262.92,275.8332006176483,247.63822795378024
281,263.11785714285713,5.9489691137598895,266.43,275.0157953703769,251.21991891533736
282,264.1642857142857,4.242569457814522,265.81,272.64942462991473,255.67914679865666
283,264.4214285714286,3.9594441279278927,262.28,272.34031682728437,256.5025403155728
284,265.025,3.4131392047136986,264.07,271.8512784094274,258.1987215905726
285,265.5678571428571,3.5563381741301368,268.04,272.6805334911174,258.45518079459686
286,266.14285714285717,3.645695941940662,271.43,273.4342490267385,258.85146525897585
287,267.0571428571428,3.804291966006348,275.31,274.66572678915554,259.4485589251301
288,267.7964285714285,3.9173413416239042,272.35,275.63111125467634,259.9617458881807
289,268.1821428571428,4.204832711517838,273.72,276.5918082801785,259.77247743410715
290,268.34642857142853,4.447577745490238,274.3,277.241584062409,259.45127308044806
291,269.14642857142854,5.39367379741756,278.42,279.93377616626367,258.3590809765934
292,269.4321428571428,5.357080402564624,272.61,280.1463036622721,258.71798205201355
293,269.8928571428571,5.217494872755886,270.12,280.32784688836887,259.45786739734535
294,270.6428571428571,4.803558662508092,272.55,280.2499744678733,261.0357398178409
295,271.3642857142857,5.016604297859147,276.04,281.397494310004,261.3310771185674
296,272.94642857142856,5.70611899245214,282.44,284.3586665563328,261.5341905865243
297,274.68571428571425,5.790490499064657,286.15,286.26669528384355,263.10473328758496
298,275.925,5.607747045209329,286.08,287.14049409041866,264.70950590958137
299,277.4535714285715,6.669836357283669,288.8,290.7932441431388,264.11389871400416
300,278.79285714285714,7.017940119184448,290.73,292.82873738122606,264.7569769044882
301,280.1142857142857,7.675821894638781,291.8,295.46592950356325,264.76264192500815
302,281.33214285714286,7.836762654379199,294.74,297.0056681659012,265.6586175483845
303,282.5571428571429,7.858676174061634,290.59,298.27449520526613,266.8397905090196
304,283.97857142857146,8.245015144027727,294.42,300.4686017166269,267.488541140516
305,285.1214285714286,8.709603768379413,296.36,302.54063610818747,267.7022210346698
306,287.3071428571429,8.6378829569514,299.04,304.58290877104565,270.0313769432401
307,288.8428571428572,7.417206014053618,297.57,303.67726917096445,274.00844511475
308,290.23214285714295,5.87198718633229,292.75,301.9761172298075,278.48816848447836
309,291.13571428571436,4.575706274669975,290.69,300.2871268350543,281.9843017363744
310,291.47142857142865,4.2857417581497375,290.76,300.0429120877281,282.8999450551292
311,291.3428571428572,4.477158144952123,286.19,300.29717343276144,282.388540852953
312,291.47857142857157,4.233507106117618,284.85,299.9455856408068,283.0115572163363
313,290.87857142857155,4.809234477929175,285.34,300.4970403844299,281.2601024727132
314,289.81785714285724,6.544422379834716,276.87,302.90670190252666,276.7290123831878
315,288.57142857142867,7.645454010909705,273.35,303.8623365932481,273.28052054960926
316,287.46428571428584,8.469366259356955,275.83,304.4030182329997,270.52555319557194
317,286.63928571428585,8.694719409179656,278.15,304.0287245326452,269.2498468959265
318,284.86428571428587,9.315979418582028,273.03,303.49624455144993,266.2323268771218
319,282.857142857143,9.8045095029471,269.96,302.4661618630372,263.2481238512488
320,280.60357142857157,8.829070520938863,266.87,298.2617124704493,262.94543038669383
321,279.21785714285727,8.254406914882512,274.5,295.7266709726223,262.70904331309225
322,277.682142857143,7.586212370600115,271.52,292.85456759834324,262.50971811594275
323,276.16785714285726,7.022480581422984,270.63,290.21281830570325,262.12289598001126
324,274.4500000000001,6.251461367612391,267.69,286.9529227352249,261.9470772647753
325,273.2785714285715,5.749906831541759,265.34,284.778385091655,261.778757765488
326,271.90000000000015,4.95654190865878,265.15,281.8130838173177,261.9869161826826
327,270.0714285714287,5.278137575293095,259.95,280.6277037220149,259.5151534208425
328,270.02142857142866,5.238163003223201,268.32,280.49775457787507,259.54510256498224
329,269.43571428571437,5.1382962071170075,268.99,279.7123066999484,259.15912187148035
330,268.7750000000001,5.0022206607113135,265.92,278.7794413214227,258.77055867857746
331,267.6142857142858,4.251037365315108,259.71,276.11636044491604,259.1122109836556
332,266.8035714285715,4.733776516680664,263.19,276.27112446193286,257.33601839521015
333,265.70714285714297,6.1024540190756955,252.91,277.9120508952944,253.50223481899158
334,264.20357142857154,7.480602204411645,250.36,279.1647758373948,249.24236701974826
335,262.47500000000014,7.948554537194773,245.98,278.3721090743897,246.5778909256106
336,260.44285714285724,9.171608724395009,246.1,278.78607459164726,242.0996396940672
337,259.5750000000001,8.885267625075988,251.11,277.34553525015207,241.80446474984814
338,258.52142857142866,8.932798559795456,253.66,276.3870256910196,240.65583145183774
339,257.682142857143,8.510685752512329,256.38,274.70351436216765,240.66077135211833
340,257.50357142857155,8.352002622257269,263.56,274.20757667308607,240.799566184057
341,258.0285714285715,8.569775023653659,263.91,275.1681214758788,240.8890213812642
342,257.25357142857155,7.473786608121141,264.87,272.20114464481384,242.30599821232926
343,256.3928571428573,7.012868861623244,255.61,270.4185948661038,242.3671194196108
344,255.6214285714287,6.5163614872843585,257.68,268.6541515459974,242.58870559686
345,254.68571428571445,6.3365978669526655,249.44,267.35891001961977,242.01251855180914
346,254.29642857142872,6.21408029848672,253.81,266.72458916840213,241.86826797445528
347,254.52500000000012,6.193816705764876,254.17,266.9126334115299,242.13736658847037
348,254.74642857142868,6.020620472934445,253.2,266.78766951729756,242.7051876255598
349,255.06428571428583,5.825257622940175,253.92,266.7148009601662,243.4137704684055
350,256.4214285714287,4.7798340124745335,260.04,265.98109659637777,246.86176054647962
351,257.08928571428584,5.430652977150763,265.2,267.9505916685874,246.22797975998432
352,257.3250000000001,5.227874623297462,256.77,267.780749246595,246.86925075340517
353,257.12857142857155,5.3201978811412785,257.88,267.7689671908541,246.48817566628898
354,256.1392857142858,5.3717988167342865,252.11,266.8828833477544,245.39568808081722
355,255.31071428571437,4.815606782256495,254.19,264.94192785022733,245.67950072120138
356,254.81071428571437,4.3218665203563,255.4,263.454447326427,246.16698124500178
357,254.96071428571437,4.342906620235375,255.07,263.64652752618514,246.2749010452436
358,254.8535714285715,4.3695829886273945,254.34,263.5927374058263,246.1144054513167
359,254.8392857142858,4.387840653942669,248.84,263.61496702217113,246.06360440640046
360,254.68571428571437,4.471380296758296,250.95,263.62847487923096,245.74295369219777
361,254.20714285714297,4.728671025809111,248.41,263.6644849087612,244.74980080552476
362,253.82142857142867,5.146309891028983,246.85,264.1140483534866,243.52880878937071
363,253.09642857142867,5.827074219197989,243.6,264.75057700982467,241.44228013303268
364,251.4857142857144,6.426191256563502,240.25,264.33809679884143,238.6333317725874
